2024-01-18 22:50:40 UTC time; Aircraft: MM-670-19;  exp. wind estimation
Latitude [deg];Longitude [deg];Altitude AMSL [m];Temperature [dF];Dew Point [dF];Relative Humidity [perc];Air Pressure [hPa];Wind Speed [m/s];Wind direction [deg];Wind gusts [m/s];ct2 [log_{10}K^2m^{-2/3}];cn2 [log_{10}m^{-2/3}];Speed of Sound [m/s];Sound Damping [dB/100m];Refractivity [N];Refractivity Gradient [dN/km];Modified Refractivity [M];Modified Refractivity Gradient [dM/km];Latent Heat Flux [W/m^2];Sensible Heat Flux [W/m^2]
47.5733947;9.0468587;778.0;25.75;22.85;88.83;919.5;5.7;24.9;5.9;0.1;0.0;329.1;14.5;285.4;-24.6;342.8;132.2;4.3;10.9
47.5733947;9.0468587;780.5;25.71;22.82;88.87;919.2;5.7;25.0;5.9;0.0;0.0;329.1;14.5;285.4;-28.3;343.1;128.5;2.9;10.1
47.5733947;9.0468587;782.9;25.69;22.79;88.82;918.9;5.7;25.1;6.0;0.4;0.0;329.1;14.5;285.3;-49.6;343.3;107.2;3.5;5.7
47.5733947;9.0468587;785.3;25.65;22.76;88.89;918.6;5.8;25.4;6.1;0.0;0.0;329.1;14.5;285.2;-36.0;343.6;120.8;2.0;11.4
47.5733947;9.0468587;787.9;25.61;22.74;88.96;918.3;5.8;25.6;6.2;0.1;0.0;329.1;14.5;285.1;-24.6;344.0;132.1;2.9;11.6
47.5733947;9.0468587;790.5;25.59;22.71;88.93;918.0;5.8;25.9;6.2;0.4;0.0;329.1;14.5;285.0;-43.4;344.3;113.4;2.4;5.2
47.5733947;9.0468587;793.0;25.56;22.68;88.93;917.7;5.8;26.3;6.2;0.1;0.0;329.1;14.5;284.9;-41.5;344.6;115.3;2.9;8.4
47.5733947;9.0468587;795.3;25.51;22.65;89.00;917.5;5.8;26.7;6.2;0.2;0.0;329.0;14.5;284.8;-20.6;344.9;136.2;3.5;12.9
47.5733947;9.0468587;798.4;25.48;22.62;88.97;917.2;5.9;26.9;6.2;0.1;0.0;329.0;14.5;284.7;-37.2;345.2;119.6;3.2;6.6
47.5733947;9.0468587;800.4;25.45;22.60;88.99;916.9;5.9;27.0;6.2;0.1;0.0;329.0;14.5;284.6;-39.7;345.5;117.1;2.4;8.5
47.5733947;9.0468587;803.3;25.41;22.56;89.00;916.5;5.9;27.2;6.2;0.1;0.0;329.0;14.5;284.5;-45.0;345.8;111.8;3.3;9.5
47.5733947;9.0468587;805.3;25.40;22.53;88.95;916.2;6.0;27.3;6.3;0.6;0.0;329.0;14.5;284.4;-46.0;346.0;110.8;2.9;3.4
47.5733947;9.0468587;807.9;25.38;22.50;88.93;916.0;6.0;27.2;6.3;0.0;0.0;329.0;14.5;284.3;-29.1;346.4;127.7;3.3;6.5
47.5733947;9.0468587;810.5;25.33;22.47;89.00;915.6;6.1;27.3;6.4;0.0;0.0;329.0;14.5;284.2;-42.1;346.7;114.7;2.7;12.9
47.5733947;9.0468587;812.6;25.29;22.45;89.05;915.4;6.1;27.6;6.5;0.0;0.0;329.0;14.4;284.2;-35.4;346.9;121.4;2.6;11.1
47.5733947;9.0468587;815.5;25.26;22.42;89.05;915.1;6.2;27.8;6.5;0.0;0.0;329.0;14.4;284.1;-30.6;347.3;126.2;2.6;7.1
47.5733947;9.0468587;817.5;25.24;22.40;89.03;914.8;6.2;28.2;6.6;0.4;0.0;328.9;14.4;284.0;-46.3;347.5;110.4;2.8;6.0
47.5733947;9.0468587;820.5;25.20;22.36;89.05;914.5;6.3;28.2;6.6;0.0;0.0;328.9;14.4;283.9;-36.8;347.9;120.0;3.3;9.6
47.5733947;9.0468587;822.9;25.17;22.33;89.04;914.2;6.3;28.5;6.6;0.1;0.0;328.9;14.4;283.8;-42.9;348.1;113.9;3.8;8.5
47.5733947;9.0468587;825.3;25.14;22.29;89.02;913.9;6.3;29.2;6.7;0.0;0.0;328.9;14.4;283.7;-32.1;348.4;124.7;4.1;8.5
47.5733947;9.0468587;827.9;25.08;22.26;89.09;913.7;6.3;29.8;6.8;0.1;0.0;328.9;14.4;283.6;-28.7;348.8;128.1;3.2;12.9
47.5733947;9.0468587;830.5;25.04;22.24;89.17;913.2;6.3;30.3;6.8;0.3;0.0;328.9;14.4;283.5;-46.9;349.0;109.9;1.1;10.3
47.5733947;9.0468587;832.9;25.01;22.21;89.16;912.9;6.3;30.6;6.8;0.3;0.0;328.9;14.4;283.4;-49.2;349.3;107.6;3.4;8.5
47.5733947;9.0468587;835.3;24.98;22.18;89.20;912.7;6.3;31.2;6.8;0.0;0.0;328.9;14.4;283.3;-27.6;349.6;129.2;2.8;10.0
47.5733947;9.0468587;838.0;24.95;22.16;89.21;912.5;6.3;31.6;6.8;0.0;0.0;328.8;14.4;283.2;-22.8;350.0;134.0;2.7;7.3
47.5733947;9.0468587;840.6;24.91;22.13;89.24;912.1;6.3;31.6;6.8;0.1;0.0;328.8;14.4;283.1;-38.8;350.3;118.0;2.7;9.1
47.5733947;9.0468587;843.1;24.87;22.10;89.28;911.8;6.3;31.7;6.8;0.0;0.0;328.8;14.4;283.0;-41.1;350.6;115.7;2.8;11.2
47.5733947;9.0468587;845.4;24.83;22.08;89.33;911.6;6.3;31.9;6.8;0.0;0.0;328.8;14.4;283.0;-23.8;350.9;133.0;2.6;10.1
47.5733947;9.0468587;848.0;24.79;22.05;89.38;911.3;6.3;31.9;6.8;0.0;0.0;328.8;14.4;282.9;-32.1;351.2;124.7;2.5;10.3
47.5733947;9.0468587;850.7;24.76;22.02;89.38;910.9;6.4;32.0;6.8;0.4;0.0;328.8;14.4;282.8;-47.1;351.5;109.7;2.3;7.6
47.5733947;9.0468587;853.1;24.74;21.99;89.35;910.6;6.4;32.0;6.8;0.3;0.0;328.8;14.4;282.7;-45.1;351.8;111.7;3.7;7.2
47.5733947;9.0468587;855.3;24.69;21.96;89.43;910.4;6.3;32.3;6.8;0.2;0.0;328.8;14.4;282.6;-20.7;352.1;136.1;3.2;13.2
47.5733947;9.0468587;858.3;24.65;21.94;89.46;910.2;6.3;32.6;6.7;0.0;0.0;328.7;14.4;282.6;-24.1;352.5;132.6;2.3;7.9
47.5733947;9.0468587;860.5;24.64;21.91;89.42;909.9;6.3;32.6;6.6;0.8;0.0;328.7;14.4;282.5;-45.1;352.7;111.7;2.2;3.2
47.5733947;9.0468587;863.5;24.60;21.88;89.44;909.4;6.3;32.4;6.6;0.3;0.0;328.7;14.4;282.3;-47.0;353.0;109.8;2.4;8.8
47.5733947;9.0468587;865.4;24.57;21.86;89.48;909.3;6.2;32.3;6.5;0.0;0.0;328.7;14.4;282.3;-30.4;353.3;126.4;3.4;12.4
47.5733947;9.0468587;868.0;24.51;21.83;89.57;909.0;6.2;32.5;6.5;0.2;0.0;328.7;14.4;282.2;-22.6;353.6;134.2;2.7;12.8
47.5733947;9.0468587;870.7;24.48;21.81;89.60;908.7;6.2;32.8;6.5;0.3;0.0;328.7;14.4;282.1;-40.2;354.0;116.6;1.8;7.5
47.5733947;9.0468587;873.1;24.45;21.78;89.59;908.3;6.2;32.9;6.5;0.2;0.0;328.7;14.4;282.0;-45.2;354.2;111.6;3.3;8.4
47.5733947;9.0468587;875.4;24.41;21.75;89.66;908.1;6.2;32.6;6.5;0.1;0.0;328.7;14.4;281.9;-24.2;354.5;132.5;2.8;11.9
47.5733947;9.0468587;878.0;24.37;21.73;89.72;907.9;6.3;32.4;6.5;0.0;0.0;328.6;14.4;281.9;-27.4;354.9;129.4;2.5;10.9
47.5733947;9.0468587;880.7;24.34;21.69;89.72;907.5;6.3;32.3;6.5;0.2;0.0;328.6;14.4;281.7;-43.9;355.2;112.9;2.9;8.3
47.5733947;9.0468587;883.1;24.31;21.66;89.68;907.2;6.3;32.1;6.5;0.4;0.0;328.6;14.4;281.6;-43.1;355.4;113.7;3.2;5.6
47.5733947;9.0468587;885.4;24.29;21.64;89.68;907.1;6.3;31.8;6.6;0.0;0.0;328.6;14.4;281.6;-23.2;355.7;133.6;2.8;7.1
47.5733947;9.0468587;888.0;24.24;21.61;89.76;906.8;6.4;31.8;6.6;0.1;0.0;328.6;14.4;281.5;-25.8;356.1;131.0;3.0;12.8
47.5733947;9.0468587;890.7;24.22;21.59;89.76;906.4;6.4;31.9;6.6;1.3;0.0;328.6;14.4;281.4;-49.7;356.4;107.1;0.8;3.8
47.5733947;9.0468587;893.1;24.19;21.56;89.75;906.0;6.4;31.9;6.6;0.5;0.0;328.6;14.4;281.3;-51.2;356.6;105.6;3.0;8.4
47.5733947;9.0468587;895.5;24.15;21.53;89.80;905.8;6.5;32.1;6.7;0.0;0.0;328.6;14.4;281.2;-30.2;356.9;126.5;3.1;11.2
47.5733947;9.0468587;898.0;24.11;21.51;89.84;905.6;6.5;32.1;6.7;0.0;0.0;328.6;14.4;281.1;-22.4;357.3;134.3;2.5;9.4
47.5733947;9.0468587;900.6;24.07;21.49;89.93;905.3;6.5;32.0;6.7;0.0;0.0;328.5;14.3;281.1;-28.1;357.6;128.7;1.4;10.5
47.5733947;9.0468587;903.0;24.05;21.47;89.94;905.0;6.5;31.9;6.8;0.3;0.0;328.5;14.3;281.0;-40.8;357.9;116.0;1.9;6.9
47.5733947;9.0468587;905.3;24.03;21.46;89.97;904.7;6.5;32.0;6.8;0.2;0.0;328.5;14.3;280.9;-29.3;358.2;127.5;0.9;5.8
47.5733947;9.0468587;907.8;23.99;21.43;89.99;904.5;6.6;31.7;6.9;0.0;0.0;328.5;14.3;280.8;-34.4;358.5;122.4;2.9;9.4
47.5733947;9.0468587;910.7;23.95;21.41;90.07;904.1;6.6;31.6;6.9;0.2;0.0;328.5;14.3;280.7;-38.9;358.8;117.9;1.2;9.4
47.5733947;9.0468587;913.2;23.91;21.39;90.15;903.7;6.6;31.7;6.9;0.1;0.0;328.5;14.3;280.6;-32.6;359.1;124.2;0.8;9.3
47.5733947;9.0468587;915.4;23.88;21.40;90.29;903.6;6.7;32.1;6.9;0.1;0.0;328.5;14.3;280.6;-11.7;359.5;145.1;-0.8;10.4
47.5733947;9.0468587;918.0;23.84;21.38;90.37;903.4;6.7;32.2;6.9;0.0;0.0;328.5;14.3;280.5;-24.1;359.8;132.7;1.8;10.2
47.5733947;9.0468587;920.7;23.80;21.36;90.44;903.0;6.8;32.1;6.9;0.2;0.0;328.5;14.3;280.4;-36.1;360.1;120.7;1.0;8.9
47.5733947;9.0468587;923.1;23.77;21.33;90.45;902.7;6.8;31.9;7.0;0.4;0.0;328.4;14.3;280.3;-46.2;360.4;110.6;2.5;8.4
47.5733947;9.0468587;925.4;23.73;21.30;90.48;902.4;6.8;31.6;7.0;0.0;0.0;328.4;14.3;280.2;-35.8;360.7;121.0;3.0;10.0
47.5733947;9.0468587;927.9;23.68;21.27;90.55;902.1;6.8;31.3;7.0;0.1;0.0;328.4;14.3;280.2;-29.6;361.0;127.2;3.3;13.4
47.5733947;9.0468587;930.5;23.66;21.25;90.57;901.8;6.8;31.2;7.0;0.3;0.0;328.4;14.3;280.1;-37.5;361.3;119.3;1.5;6.4
47.5733947;9.0468587;933.0;23.62;21.23;90.64;901.5;6.8;31.1;7.0;0.0;0.0;328.4;14.3;280.0;-33.3;361.6;123.4;2.1;10.8
47.5733947;9.0468587;935.4;23.59;21.21;90.70;901.3;6.8;31.0;7.0;0.0;0.0;328.4;14.3;279.9;-19.2;361.9;137.6;1.4;8.4
47.5733947;9.0468587;938.4;23.55;21.18;90.72;900.9;6.8;30.9;7.1;0.1;0.0;328.4;14.3;279.8;-39.2;362.3;117.6;2.8;8.9
47.5733947;9.0468587;940.5;23.51;21.15;90.74;900.6;6.8;30.6;7.1;0.1;0.0;328.4;14.3;279.7;-45.5;362.5;111.3;3.6;11.1
47.5733947;9.0468587;943.1;23.48;21.11;90.70;900.4;6.9;30.4;7.1;0.1;0.0;328.3;14.3;279.6;-33.9;362.8;122.9;3.5;6.5
47.5733947;9.0468587;945.4;23.46;21.08;90.69;900.1;6.9;30.1;7.2;0.1;0.0;328.3;14.3;279.6;-35.1;363.1;121.7;3.4;7.2
47.5733947;9.0468587;947.3;23.42;21.05;90.71;899.9;6.9;30.3;7.2;0.0;0.0;328.3;14.3;279.5;-45.3;363.3;111.5;3.9;12.5
47.5733947;9.0468587;950.4;23.38;21.02;90.72;899.5;6.9;30.5;7.2;0.1;0.0;328.3;14.3;279.3;-38.2;363.7;118.6;2.9;8.6
47.5733947;9.0468587;953.0;23.35;20.97;90.68;899.1;6.9;30.8;7.2;0.3;0.0;328.3;14.3;279.2;-46.6;364.0;110.2;4.2;7.8
47.5733947;9.0468587;955.3;23.31;20.92;90.62;898.9;6.9;30.9;7.2;0.0;0.0;328.3;14.3;279.1;-41.5;364.2;115.2;6.0;10.1
47.5733947;9.0468587;957.6;23.28;20.89;90.59;898.7;6.9;31.5;7.2;0.0;0.0;328.3;14.3;279.1;-29.7;364.5;127.1;4.7;8.4
47.5733947;9.0468587;960.4;23.25;20.84;90.55;898.4;6.8;31.8;7.2;0.2;0.0;328.3;14.3;279.0;-39.3;364.9;117.5;4.0;7.3
47.5733947;9.0468587;962.5;23.20;20.81;90.60;898.1;6.8;31.9;7.2;0.1;0.0;328.2;14.2;278.9;-37.7;365.1;119.1;4.6;15.7
47.5733947;9.0468587;965.5;23.15;20.76;90.64;897.8;6.8;31.6;7.2;0.0;0.0;328.2;14.2;278.8;-36.2;365.5;120.6;4.1;12.4
47.5733947;9.0468587;967.5;23.13;20.74;90.58;897.6;6.8;31.8;7.2;0.6;0.0;328.2;14.2;278.7;-39.7;365.7;117.1;3.0;3.2
47.5733947;9.0468587;970.6;23.09;20.70;90.59;897.2;6.8;31.9;7.2;0.0;0.0;328.2;14.2;278.6;-34.6;366.1;122.2;3.1;8.7
47.5733947;9.0468587;973.0;23.06;20.66;90.57;896.9;6.8;32.1;7.2;0.4;0.0;328.2;14.2;278.5;-46.8;366.4;110.0;3.4;8.3
47.5733947;9.0468587;975.4;23.04;20.63;90.56;896.6;6.8;32.5;7.2;0.2;0.0;328.2;14.2;278.4;-36.4;366.6;120.4;2.8;7.0
47.5733947;9.0468587;978.0;23.01;20.61;90.59;896.4;6.8;32.9;7.2;0.0;0.0;328.2;14.2;278.3;-25.7;367.0;131.0;2.1;7.6
47.5733947;9.0468587;980.8;22.97;20.58;90.62;896.0;6.8;33.3;7.2;0.3;0.0;328.2;14.2;278.2;-41.5;367.3;115.3;2.3;8.6
47.5733947;9.0468587;982.7;22.93;20.56;90.65;895.8;6.8;33.7;7.2;0.0;0.0;328.2;14.2;278.1;-37.0;367.5;119.8;3.2;11.7
47.5733947;9.0468587;985.6;22.88;20.52;90.74;895.5;6.8;34.2;7.3;0.0;0.0;328.1;14.2;278.0;-29.5;367.9;127.3;2.7;12.7
47.5733947;9.0468587;987.6;22.87;20.52;90.77;895.2;6.8;34.7;7.2;0.7;0.0;328.1;14.2;278.0;-32.9;368.2;123.9;-0.4;3.4
47.5733947;9.0468587;990.6;22.83;20.54;90.98;894.9;6.8;35.2;7.2;0.1;0.0;328.1;14.2;277.9;-19.6;368.6;137.2;-2.7;7.8
47.5733947;9.0468587;992.6;22.80;20.57;91.22;894.7;6.8;35.6;7.1;0.0;0.0;328.1;14.2;277.9;-12.2;368.9;144.5;-5.0;11.3
47.5733947;9.0468587;995.6;22.76;20.60;91.49;894.4;6.7;36.0;7.0;0.0;0.0;328.1;14.2;277.8;-14.7;369.3;142.1;-3.9;9.0
47.5733947;9.0468587;997.7;22.73;20.58;91.51;894.2;6.7;35.6;7.0;0.2;0.0;328.1;14.2;277.8;-29.9;369.5;126.9;1.4;6.2
47.5733947;9.0468587;1000.8;22.69;20.55;91.56;893.8;6.7;35.5;7.1;0.1;0.0;328.1;14.2;277.7;-32.4;369.9;124.4;2.1;8.7
47.5733947;9.0468587;1002.7;22.66;20.54;91.63;893.6;6.7;35.6;7.1;0.0;0.0;328.1;14.2;277.6;-38.2;370.2;118.6;1.9;12.1
47.5733947;9.0468587;1005.6;22.61;20.50;91.66;893.2;6.7;35.6;7.1;0.0;0.0;328.0;14.2;277.5;-37.7;370.5;119.1;3.3;10.4
47.5733947;9.0468587;1007.4;22.59;20.47;91.66;893.0;6.8;35.1;7.2;0.0;0.0;328.0;14.2;277.4;-34.7;370.7;122.1;3.3;8.9
47.5733947;9.0468587;1010.5;22.53;20.44;91.73;892.7;6.8;35.0;7.2;0.0;0.0;328.0;14.2;277.3;-32.2;371.1;124.6;2.7;11.0
47.5733947;9.0468587;1012.6;22.51;20.40;91.69;892.4;6.8;35.0;7.2;0.3;0.0;328.0;14.2;277.2;-43.9;371.4;112.9;4.1;7.6
47.5733947;9.0468587;1015.5;22.49;20.35;91.56;892.0;6.9;35.2;7.3;0.6;0.0;328.0;14.2;277.1;-46.4;371.7;110.4;4.8;4.7
47.5733947;9.0468587;1017.4;22.45;20.32;91.59;891.8;6.9;35.7;7.3;0.0;0.0;328.0;14.1;277.0;-38.8;371.9;118.0;4.5;13.9
47.5733947;9.0468587;1020.5;22.39;20.28;91.64;891.5;6.9;35.9;7.3;0.0;0.0;328.0;14.1;276.9;-33.1;372.3;123.6;3.5;11.7
47.5733947;9.0468587;1022.6;22.37;20.24;91.62;891.3;6.9;36.1;7.4;0.1;0.0;328.0;14.1;276.9;-35.9;372.5;120.9;3.8;7.8
47.5733947;9.0468587;1025.6;22.32;20.18;91.53;890.9;7.0;36.3;7.3;0.0;0.0;327.9;14.1;276.7;-39.9;372.9;116.9;5.8;8.9
47.5733947;9.0468587;1027.6;22.30;20.14;91.47;890.6;7.0;36.4;7.4;1.0;0.0;327.9;14.1;276.6;-57.0;373.1;99.8;4.6;6.8
47.5733947;9.0468587;1030.5;22.26;20.08;91.39;890.2;7.0;36.5;7.4;0.2;0.0;327.9;14.1;276.5;-46.0;373.4;110.8;5.4;8.9
47.5733947;9.0468587;1032.6;22.24;20.04;91.29;890.1;7.0;36.6;7.4;0.1;0.0;327.9;14.1;276.4;-38.2;373.7;118.6;6.1;6.4
47.5733947;9.0468587;1035.5;22.19;19.98;91.28;889.8;7.0;36.7;7.4;0.1;0.0;327.9;14.1;276.3;-32.8;374.0;124.0;5.5;12.5
47.5733947;9.0468587;1037.4;22.16;19.94;91.24;889.6;7.0;37.1;7.5;0.1;0.0;327.9;14.1;276.2;-39.2;374.2;117.5;5.1;8.6
47.5733947;9.0468587;1040.4;22.13;19.88;91.09;889.3;7.0;37.1;7.5;0.1;0.0;327.9;14.1;276.1;-35.3;374.6;121.5;6.0;5.5
47.5733947;9.0468587;1042.5;22.11;19.83;91.02;889.1;7.0;37.3;7.5;0.2;0.0;327.9;14.1;276.0;-44.8;374.8;112.0;5.4;7.9
47.5733947;9.0468587;1045.4;22.08;19.78;90.92;888.6;7.0;37.5;7.5;0.9;0.0;327.9;14.1;275.9;-55.3;375.1;101.5;4.8;7.0
47.5733947;9.0468587;1047.3;22.05;19.74;90.89;888.4;7.0;38.3;7.4;0.0;0.0;327.8;14.1;275.8;-37.7;375.4;119.1;5.5;10.2
47.5733947;9.0468587;1050.4;22.00;19.68;90.84;888.2;7.0;38.4;7.4;0.0;0.0;327.8;14.1;275.7;-33.6;375.7;123.1;4.8;9.1
47.5733947;9.0468587;1053.5;21.98;19.63;90.73;887.8;7.0;38.6;7.4;0.5;0.0;327.8;14.1;275.6;-44.0;376.1;112.8;4.6;5.9
47.5733947;9.0468587;1055.4;21.97;19.59;90.61;887.6;7.0;39.1;7.5;0.5;0.0;327.8;14.1;275.5;-36.6;376.3;120.2;5.1;1.7
47.5733947;9.0468587;1058.4;21.93;19.54;90.57;887.3;7.0;39.7;7.3;0.1;0.0;327.8;14.1;275.4;-37.4;376.7;119.4;3.8;7.8
47.5733947;9.0468587;1060.5;21.90;19.51;90.55;887.0;7.0;39.9;7.3;0.3;0.0;327.8;14.1;275.3;-49.0;376.9;107.8;4.4;10.1
47.5733947;9.0468587;1063.1;21.88;19.46;90.44;886.6;7.0;40.1;7.3;1.0;0.0;327.8;14.1;275.2;-49.5;377.2;107.3;4.5;4.5
47.5733947;9.0468587;1065.6;21.86;19.42;90.38;886.4;6.9;40.2;7.2;0.3;0.0;327.8;14.1;275.1;-39.1;377.5;117.7;4.0;6.6
47.5733947;9.0468587;1068.1;21.82;19.38;90.36;886.1;6.9;40.3;7.2;0.0;0.0;327.8;14.1;275.0;-33.3;377.8;123.5;4.1;9.1
47.5733947;9.0468587;1070.6;21.80;19.34;90.28;885.8;6.8;40.3;7.2;0.5;0.0;327.8;14.0;274.9;-41.5;378.1;115.3;4.2;5.4
47.5733947;9.0468587;1073.1;21.78;19.29;90.20;885.5;6.8;40.6;7.1;0.7;0.0;327.7;14.0;274.8;-49.7;378.3;107.1;4.7;6.6
47.5733947;9.0468587;1075.5;21.74;19.27;90.24;885.2;6.8;41.2;7.0;0.1;0.0;327.7;14.0;274.7;-33.0;378.6;123.7;1.8;8.2
47.5733947;9.0468587;1077.4;21.72;19.24;90.21;885.0;6.7;41.4;7.0;0.1;0.0;327.7;14.0;274.6;-30.6;378.9;126.2;3.4;6.9
47.5733947;9.0468587;1080.4;21.70;19.20;90.16;884.8;6.7;41.5;7.0;0.0;0.0;327.7;14.0;274.5;-26.0;379.3;130.7;3.7;6.0
47.5733947;9.0468587;1082.5;21.68;19.18;90.14;884.6;6.7;41.4;7.0;0.5;0.0;327.7;14.0;274.5;-38.3;379.5;118.4;2.4;5.6
47.5733947;9.0468587;1085.3;21.66;19.15;90.10;884.2;6.7;41.4;7.0;1.3;0.0;327.7;14.0;274.3;-46.5;379.8;110.2;2.1;4.6
47.5733947;9.0468587;1087.4;21.63;19.12;90.09;883.9;6.6;41.4;7.0;0.2;0.0;327.7;14.0;274.2;-38.7;380.1;118.1;3.3;8.1
47.5733947;9.0468587;1090.5;21.60;19.08;90.07;883.6;6.6;41.4;6.9;0.1;0.0;327.7;14.0;274.1;-34.9;380.4;121.9;3.2;7.4
47.5733947;9.0468587;1092.7;21.59;19.06;90.03;883.4;6.5;41.6;6.9;0.7;0.0;327.7;14.0;274.1;-34.9;380.7;121.8;2.2;3.0
47.5733947;9.0468587;1095.7;21.57;19.04;90.03;883.1;6.5;42.0;6.9;0.4;0.0;327.7;14.0;274.0;-30.5;381.1;126.3;1.2;4.3
47.5733947;9.0468587;1097.7;21.54;19.02;90.07;882.8;6.4;42.8;6.8;0.4;0.0;327.7;14.0;273.9;-39.0;381.3;117.8;1.1;8.2
47.5733947;9.0468587;1100.6;21.50;18.99;90.13;882.5;6.3;42.9;6.7;0.0;0.0;327.7;14.0;273.8;-30.2;381.7;126.6;2.2;9.6
47.5733947;9.0468587;1102.5;21.48;18.97;90.10;882.3;6.3;42.8;6.7;0.2;0.0;327.6;14.0;273.7;-32.4;381.9;124.4;3.3;6.0
47.5733947;9.0468587;1105.4;21.46;18.93;90.04;881.9;6.2;42.5;6.7;1.3;0.0;327.6;14.0;273.6;-46.9;382.3;109.8;2.5;4.6
47.5733947;9.0468587;1107.4;21.44;18.91;90.03;881.7;6.2;42.2;6.6;0.3;0.0;327.6;14.0;273.5;-35.3;382.5;121.5;2.5;6.4
47.5733947;9.0468587;1110.5;21.40;18.88;90.04;881.4;6.2;42.2;6.6;0.0;0.0;327.6;14.0;273.5;-26.7;382.9;130.1;2.6;7.5
47.5733947;9.0468587;1112.5;21.37;18.86;90.11;881.2;6.2;42.1;6.6;0.0;0.0;327.6;14.0;273.4;-28.9;383.2;127.9;1.7;11.6
47.5733947;9.0468587;1115.4;21.33;18.83;90.14;880.8;6.2;41.9;6.6;0.3;0.0;327.6;14.0;273.3;-38.4;383.5;118.4;2.0;7.9
47.5733947;9.0468587;1117.5;21.33;18.81;90.04;880.6;6.1;41.9;6.6;2.2;0.0;327.6;14.0;273.2;-44.6;383.7;112.2;2.5;-0.0
47.5733947;9.0468587;1120.5;21.31;18.77;89.99;880.3;6.1;41.9;6.6;0.4;0.0;327.6;14.0;273.1;-32.8;384.1;123.9;2.6;4.3
47.5733947;9.0468587;1122.6;21.28;18.74;90.00;880.1;6.1;42.1;6.6;0.0;0.0;327.6;13.9;273.0;-33.3;384.4;123.5;3.0;9.7
47.5733947;9.0468587;1125.5;21.23;18.71;90.03;879.7;6.1;42.4;6.6;0.2;0.0;327.6;13.9;272.9;-39.3;384.7;117.5;2.7;9.4
47.5733947;9.0468587;1127.6;21.23;18.68;89.95;879.5;6.0;42.6;6.6;1.0;0.0;327.6;13.9;272.8;-38.5;385.0;118.3;3.0;2.3
47.5733947;9.0468587;1130.7;21.20;18.65;89.94;879.1;6.0;42.5;6.6;0.4;0.0;327.5;13.9;272.7;-33.2;385.3;123.6;2.0;5.3
47.5733947;9.0468587;1132.7;21.18;18.63;89.96;878.9;6.0;42.7;6.5;0.4;0.0;327.5;13.9;272.6;-39.3;385.6;117.4;1.7;8.4
47.5733947;9.0468587;1135.5;21.16;18.60;89.90;878.5;5.9;42.7;6.5;1.4;0.0;327.5;13.9;272.5;-44.2;385.9;112.6;2.5;3.5
47.5733947;9.0468587;1137.5;21.14;18.58;89.89;878.3;5.9;43.0;6.5;0.1;0.0;327.5;13.9;272.5;-29.4;386.1;127.4;2.5;6.6
47.5733947;9.0468587;1140.5;21.12;18.55;89.85;878.1;5.9;43.2;6.5;0.2;0.0;327.5;13.9;272.4;-25.9;386.5;130.9;2.2;3.7
47.5733947;9.0468587;1142.6;21.10;18.53;89.85;877.9;5.9;43.4;6.5;0.4;0.0;327.5;13.9;272.3;-33.9;386.8;122.9;1.8;5.6
47.5733947;9.0468587;1145.4;21.06;18.50;89.89;877.5;5.9;43.0;6.6;0.2;0.0;327.5;13.9;272.2;-38.0;387.1;118.8;2.1;9.1
47.5733947;9.0468587;1147.5;21.04;18.48;89.92;877.2;5.9;43.1;6.5;0.4;0.0;327.5;13.9;272.1;-37.5;387.4;119.3;1.3;8.0
47.5733947;9.0468587;1150.5;21.02;18.46;89.87;876.9;5.9;43.3;6.5;0.7;0.0;327.5;13.9;272.0;-33.6;387.8;123.2;2.0;3.2
47.5733947;9.0468587;1152.6;21.01;18.43;89.82;876.7;5.9;43.8;6.5;0.8;0.0;327.5;13.9;272.0;-36.7;388.0;120.1;2.5;3.2
47.5733947;9.0468587;1155.4;20.97;18.40;89.85;876.4;5.9;44.8;6.5;0.1;0.0;327.5;13.9;271.8;-36.5;388.3;120.2;2.4;9.1
47.5733947;9.0468587;1157.5;20.93;18.37;89.88;876.1;5.8;45.8;6.3;0.0;0.0;327.5;13.9;271.8;-30.6;388.6;126.2;3.3;11.2
47.5733947;9.0468587;1160.5;20.90;18.34;89.88;875.9;5.8;46.5;6.3;0.0;0.0;327.4;13.9;271.7;-27.4;389.0;129.4;2.7;7.5
47.5733947;9.0468587;1162.6;20.89;18.32;89.83;875.6;5.8;47.3;6.2;2.1;0.0;327.4;13.9;271.6;-43.5;389.2;113.3;1.7;1.6
47.5733947;9.0468587;1165.4;20.88;18.28;89.77;875.2;5.7;48.2;6.2;1.6;0.0;327.4;13.9;271.5;-46.9;389.5;109.9;2.4;4.0
47.5733947;9.0468587;1167.5;20.86;18.26;89.73;875.0;5.6;48.2;6.2;1.0;0.0;327.4;13.9;271.4;-39.9;389.8;116.9;2.3;4.0
47.5733947;9.0468587;1170.4;20.82;18.23;89.77;874.7;5.6;48.4;6.1;0.1;0.0;327.4;13.9;271.3;-29.4;390.2;127.4;1.9;8.3
47.5733947;9.0468587;1173.3;20.78;18.19;89.77;874.3;5.6;48.7;6.1;0.1;0.0;327.4;13.8;271.2;-39.6;390.5;117.2;3.6;9.7
47.5733947;9.0468587;1175.3;20.75;18.16;89.76;874.1;5.5;48.8;6.1;0.1;0.0;327.4;13.8;271.1;-35.3;390.7;121.5;3.5;8.2
